timestamp,latitude,longitude,sector_row,sector_col,ndvi,ndwi,lst,Kc,Ks,Dr,TAW,RAW,ETc,water_need,air_temp,humidity,solar_rad,precip,soil_temp,soil_moisture,methane_flux_kg_hr,field_name
2026-06-01T12:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,1.0,5.18,140.0,84.0,0.189,0.0,34.7,35.0,338.0,0.0,36.4,0.299,0.03076,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-01T13:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,5.18,140.0,84.0,0.124,0.0,33.6,40.0,175.0,0.0,35.5,0.315,0.03085,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-01T14:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,5.18,140.0,84.0,0.052,0.0,31.4,46.0,44.0,0.0,34.4,0.315,0.02764,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-01T15:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,5.04,140.0,84.0,0.019,0.0,31.0,48.0,0.0,0.0,33.4,0.316,0.02527,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-01T16:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,1.0,5.04,140.0,84.0,0.007,0.0,30.5,48.0,0.0,0.0,32.5,0.3,0.02109,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-01T17:00:00,32.088861,73.590848,8.0,1,0.297,0.143,,0.65,1.0,5.04,140.0,84.0,0.0,0.0,30.7,48.0,0.0,0.0,31.9,0.302,0.02029,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-01T18:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,4.9,140.0,84.0,0.0,0.0,30.6,51.0,0.0,0.0,31.4,0.317,0.02091,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-01T19:00:00,32.088861,73.590848,8.0,1,0.297,0.143,,0.65,1.0,4.76,140.0,84.0,0.007,0.0,28.7,57.0,0.0,0.0,30.9,0.304,0.0188,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-01T20:00:00,32.088757,73.591707,7.0,8,0.27,0.13,,0.65,1.0,4.76,140.0,84.0,0.013,0.0,28.0,60.0,0.0,0.0,30.5,0.316,0.01877,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-01T21:00:00,32.088757,73.591707,7.0,8,0.27,0.13,,0.65,1.0,4.62,140.0,84.0,0.013,0.0,27.8,60.0,0.0,0.0,30.2,0.317,0.01841,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-01T22:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,1.0,4.62,140.0,84.0,0.019,0.0,27.6,61.0,0.0,0.0,29.9,0.303,0.01687,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-01T23:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,4.62,140.0,84.0,0.019,0.0,27.3,63.0,0.0,0.0,29.7,0.319,0.018,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T00:00:00,32.088757,73.591584,7.0,7,0.271,0.13,,0.65,1.0,5.04,140.0,84.0,0.019,0.0,27.6,60.0,0.0,0.0,30.0,0.311,0.01699,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T01:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,1.0,4.9,140.0,84.0,0.046,0.0,28.1,59.0,33.0,0.0,30.0,0.301,0.01663,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T02:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,1.0,4.9,140.0,84.0,0.104,0.0,29.6,57.0,156.0,0.0,30.5,0.301,0.01748,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T03:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,5.04,140.0,84.0,0.182,0.0,31.7,50.0,327.0,0.0,31.6,0.316,0.02111,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T04:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,5.18,140.0,84.0,0.273,0.0,33.6,43.0,506.0,0.0,33.0,0.315,0.02403,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T05:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,5.32,140.0,84.0,0.364,0.0,34.9,37.0,657.0,0.0,34.4,0.314,0.02735,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T06:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,1.0,5.04,140.0,84.0,0.429,0.0,35.8,33.0,787.0,0.0,35.9,0.3,0.02963,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T07:00:00,32.088861,73.590848,8.0,1,0.297,0.143,,0.65,1.0,5.18,140.0,84.0,0.461,0.0,36.5,32.0,854.0,0.1,37.0,0.301,0.03337,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T08:00:00,32.088757,73.592075,7.0,11,0.284,0.136,,0.65,1.0,5.04,140.0,84.0,0.358,0.0,36.1,33.0,682.0,0.3,37.4,0.32,0.04101,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T09:00:00,32.088757,73.591707,7.0,8,0.27,0.13,,0.65,1.0,5.32,140.0,84.0,0.358,0.0,36.7,32.0,702.0,0.0,38.0,0.311,0.03767,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T10:00:00,32.088757,73.591707,7.0,8,0.27,0.13,,0.65,1.0,5.46,140.0,84.0,0.338,0.0,36.8,32.0,638.0,0.0,38.2,0.31,0.03801,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T11:00:00,32.088861,73.590848,8.0,1,0.297,0.143,,0.65,1.0,5.6,140.0,84.0,0.247,0.0,36.2,33.0,463.0,0.0,37.9,0.298,0.03516,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T12:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,0.977,6.3,140.0,84.0,0.165,0.0,37.3,29.0,342.0,0.0,37.4,0.306,0.03377,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T13:00:00,32.088861,73.590848,8.0,1,0.297,0.143,,0.65,0.977,6.3,140.0,84.0,0.108,0.0,35.1,42.0,169.0,0.0,36.6,0.293,0.0289,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T14:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,0.977,6.3,140.0,84.0,0.14,0.0,32.9,42.0,45.0,0.0,35.6,0.306,0.02821,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T15:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,0.977,6.3,140.0,84.0,0.064,0.0,29.3,52.0,0.0,0.0,34.4,0.306,0.02502,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T16:00:00,32.088861,73.590848,8.0,1,0.297,0.143,,0.65,0.977,6.3,140.0,84.0,0.057,0.0,28.9,53.0,0.0,0.0,33.4,0.293,0.02098,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T17:00:00,32.088757,73.591707,7.0,8,0.27,0.13,,0.65,0.982,6.16,140.0,84.0,0.051,0.0,28.5,55.0,0.0,0.0,32.7,0.305,0.02071,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T18:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,0.982,6.16,140.0,84.0,0.026,0.0,27.9,57.0,0.0,0.0,32.0,0.307,0.01991,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T19:00:00,32.088861,73.590848,8.0,1,0.297,0.143,,0.65,0.982,6.16,140.0,84.0,0.006,0.0,27.4,60.0,0.0,0.0,31.6,0.294,0.01777,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T20:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,0.982,6.16,140.0,84.0,0.032,0.0,27.2,61.0,0.0,0.0,31.2,0.292,0.01667,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T21:00:00,32.088861,73.590848,8.0,1,0.297,0.143,,0.65,0.986,6.02,140.0,84.0,0.019,0.0,27.1,63.0,0.0,0.0,30.9,0.295,0.01679,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T22:00:00,32.088757,73.591707,7.0,8,0.27,0.13,,0.65,0.986,6.02,140.0,84.0,0.019,0.0,26.8,65.0,0.0,0.0,30.6,0.306,0.01699,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-02T23:00:00,32.088861,73.590848,8.0,1,0.297,0.143,,0.65,0.986,6.02,140.0,84.0,0.013,0.0,26.6,67.0,0.0,0.0,30.4,0.295,0.01597,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T00:00:00,32.088757,73.591707,7.0,8,0.27,0.13,,0.65,1.0,5.04,140.0,84.0,0.013,0.0,26.0,75.0,0.0,0.0,29.4,0.314,0.01647,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T01:00:00,32.088757,73.591707,7.0,8,0.27,0.13,,0.65,1.0,5.04,140.0,84.0,0.039,0.0,25.3,77.0,30.0,0.0,29.4,0.314,0.01647,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T02:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,1.0,5.04,140.0,84.0,0.065,0.0,26.0,74.0,95.0,0.0,29.6,0.3,0.01578,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T03:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,5.04,140.0,84.0,0.137,0.0,28.2,63.0,248.0,0.0,30.4,0.316,0.01872,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T04:00:00,32.088757,73.591584,7.0,7,0.271,0.13,,0.65,1.0,5.18,140.0,84.0,0.247,0.0,30.7,53.0,459.0,0.0,31.7,0.31,0.01992,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T05:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,1.0,5.46,140.0,84.0,0.332,0.0,32.7,47.0,621.0,0.0,33.2,0.297,0.02177,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T06:00:00,32.088757,73.591707,7.0,8,0.27,0.13,,0.65,1.0,3.92,140.0,84.0,0.41,0.0,33.7,41.0,778.0,0.0,34.4,0.322,0.02946,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T07:00:00,32.088861,73.590848,8.0,1,0.297,0.143,,0.65,1.0,4.34,140.0,84.0,0.442,0.0,34.9,38.0,845.0,0.0,35.8,0.307,0.03179,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T08:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,4.62,140.0,84.0,0.436,0.0,35.6,36.0,847.0,0.0,36.9,0.319,0.03698,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T09:00:00,32.088861,73.590848,8.0,1,0.297,0.143,,0.65,1.0,4.9,140.0,84.0,0.397,0.0,36.1,35.0,792.0,0.0,37.7,0.303,0.03668,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T10:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,5.18,140.0,84.0,0.351,0.0,36.2,34.0,679.0,0.0,38.0,0.315,0.03962,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T11:00:00,32.088757,73.591707,7.0,8,0.27,0.13,,0.65,1.0,5.32,140.0,84.0,0.28,0.0,35.9,35.0,527.0,0.0,37.8,0.311,0.03692,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T12:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,0.95,7.14,140.0,84.0,0.198,0.0,36.5,32.0,357.0,0.0,37.6,0.285,0.02853,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T13:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,0.95,7.14,140.0,84.0,0.093,0.0,35.0,49.0,177.0,0.0,36.8,0.3,0.02959,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T14:00:00,32.088757,73.591707,7.0,8,0.27,0.13,,0.65,0.95,7.14,140.0,84.0,0.031,0.0,33.4,48.0,46.0,0.0,35.7,0.298,0.02565,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T15:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,0.95,7.14,140.0,84.0,0.019,0.0,32.2,52.0,0.0,0.0,34.5,0.285,0.02093,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T16:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,0.955,7.0,140.0,84.0,0.019,0.0,30.5,56.0,0.0,0.0,33.6,0.301,0.02175,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T17:00:00,32.088757,73.591584,7.0,7,0.271,0.13,,0.65,0.955,7.0,140.0,84.0,0.019,0.0,29.9,59.0,0.0,0.0,32.9,0.297,0.01921,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T18:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,0.959,6.86,140.0,84.0,0.006,0.0,30.6,56.0,0.0,0.0,32.4,0.287,0.01749,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T19:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,0.959,6.86,140.0,84.0,0.0,0.0,30.4,54.0,0.0,0.0,31.8,0.287,0.01647,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T20:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,0.959,6.86,140.0,84.0,0.012,0.0,28.6,60.0,0.0,0.0,31.4,0.302,0.01767,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T21:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,0.959,6.86,140.0,84.0,0.012,0.0,27.5,65.0,0.0,0.0,31.0,0.302,0.01698,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T22:00:00,32.088861,73.590848,8.0,1,0.297,0.143,,0.65,0.959,6.86,140.0,84.0,0.012,0.0,27.3,65.0,0.0,0.0,30.6,0.289,0.01499,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-03T23:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,0.964,6.72,140.0,84.0,0.013,0.0,27.2,65.0,0.0,0.0,30.2,0.288,0.01424,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T00:00:00,32.088861,73.590848,8.0,1,0.297,0.143,,0.65,0.995,5.74,140.0,84.0,0.019,0.0,27.8,62.0,0.0,0.0,30.4,0.297,0.0164,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T01:00:00,32.088861,73.590848,8.0,1,0.297,0.143,,0.65,0.995,5.74,140.0,84.0,0.045,0.0,28.4,63.0,34.0,0.0,30.4,0.297,0.0164,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T02:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,0.995,5.74,140.0,84.0,0.142,0.0,29.9,56.0,163.0,0.0,31.0,0.31,0.01864,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T03:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,1.0,1.54,140.0,84.0,0.085,0.0,24.8,86.0,162.0,2.5,29.8,0.326,0.02133,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T04:00:00,32.088757,73.591707,7.0,8,0.27,0.13,,0.65,1.0,0.98,140.0,84.0,0.208,0.0,28.7,68.0,410.0,0.5,30.4,0.343,0.02323,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T05:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,1.0,1.26,140.0,84.0,0.332,0.0,30.7,55.0,627.0,0.0,32.1,0.328,0.02735,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T06:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,4.9,140.0,84.0,0.358,0.0,32.0,51.0,661.0,0.0,33.8,0.317,0.02658,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T07:00:00,32.088757,73.591584,7.0,7,0.271,0.13,,0.65,1.0,4.9,140.0,84.0,0.325,0.0,32.7,48.0,589.0,0.1,34.5,0.312,0.02694,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T08:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,1.0,5.04,140.0,84.0,0.423,0.0,34.3,42.0,778.0,0.2,35.7,0.3,0.02904,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T09:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,1.0,5.32,140.0,84.0,0.429,0.0,35.1,40.0,748.0,0.0,36.5,0.298,0.03067,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T10:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,5.6,140.0,84.0,0.396,0.0,35.0,38.0,673.0,0.0,36.8,0.311,0.03366,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T11:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,0.995,5.74,140.0,84.0,0.272,0.0,34.4,39.0,420.0,0.0,36.4,0.31,0.03198,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T12:00:00,32.088861,73.590848,8.0,1,0.297,0.143,,0.65,1.0,0.0,140.0,84.0,0.189,0.0,27.7,60.0,318.0,0.0,33.0,0.365,0.03314,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T13:00:00,32.088757,73.592075,7.0,11,0.284,0.136,,0.65,1.0,0.0,140.0,84.0,0.13,0.0,27.3,60.0,183.0,0.0,32.2,0.38,0.02925,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T14:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,0.0,140.0,84.0,0.072,0.0,26.3,64.0,47.0,0.0,31.3,0.372,0.02561,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T15:00:00,32.088757,73.591707,7.0,8,0.27,0.13,,0.65,1.0,0.0,140.0,84.0,0.058,0.0,26.0,64.0,0.0,0.0,30.5,0.368,0.02346,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T16:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,1.0,0.0,140.0,84.0,0.019,0.0,25.8,64.0,0.0,0.0,29.9,0.353,0.02439,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T17:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,0.0,140.0,84.0,0.0,0.0,25.0,70.0,0.0,0.0,29.2,0.366,0.02076,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T18:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,0.0,140.0,84.0,0.007,0.0,24.0,70.0,0.0,0.0,28.0,0.365,0.01841,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T19:00:00,32.088861,73.590848,8.0,1,0.297,0.143,,0.65,1.0,0.0,140.0,84.0,0.0,0.0,23.3,75.0,0.0,0.0,27.6,0.351,0.01931,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T20:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,1.0,0.0,140.0,84.0,0.0,0.0,22.8,76.0,0.0,0.0,27.3,0.348,0.01881,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T21:00:00,32.088861,73.590848,8.0,1,0.297,0.143,,0.65,1.0,0.0,140.0,84.0,0.0,0.0,22.3,77.0,0.0,0.0,26.9,0.348,0.01801,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T22:00:00,32.088861,73.590848,8.0,1,0.297,0.143,,0.65,1.0,0.0,140.0,84.0,0.007,0.0,22.3,76.0,0.0,0.0,26.6,0.347,0.01748,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-04T23:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,0.0,140.0,84.0,0.007,0.0,22.2,77.0,0.0,0.0,26.4,0.359,0.01569,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-05T00:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,1.0,0.0,140.0,84.0,0.0,0.0,22.5,78.0,0.0,0.0,26.6,0.363,0.01753,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-05T01:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,0.0,140.0,84.0,0.033,0.0,23.3,75.0,35.0,0.0,26.7,0.377,0.01617,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-05T02:00:00,32.088861,73.590848,8.0,1,0.297,0.143,,0.65,1.0,0.0,140.0,84.0,0.085,0.0,25.6,66.0,164.0,0.0,27.4,0.361,0.01893,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-05T03:00:00,32.088757,73.592075,7.0,11,0.284,0.136,,0.65,1.0,0.0,140.0,84.0,0.176,0.0,27.8,57.0,341.0,0.0,28.6,0.376,0.02041,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-05T04:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,0.0,140.0,84.0,0.267,0.0,29.7,51.0,525.0,0.0,30.1,0.369,0.02271,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-05T05:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,0.0,140.0,84.0,0.351,0.0,31.6,42.0,685.0,0.0,31.6,0.365,0.02639,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-05T06:00:00,32.088861,73.590848,8.0,1,0.297,0.143,,0.65,1.0,0.0,140.0,84.0,0.423,0.0,33.0,35.0,804.0,0.0,33.2,0.349,0.03381,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-05T07:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,1.0,0.0,140.0,84.0,0.448,0.0,34.2,32.0,874.0,0.0,34.5,0.343,0.03863,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-05T08:00:00,32.088757,73.591707,7.0,8,0.27,0.13,,0.65,1.0,0.0,140.0,84.0,0.448,0.0,34.8,31.0,879.0,0.0,35.6,0.353,0.03908,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-05T09:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,1.0,0.0,140.0,84.0,0.403,0.0,35.3,29.0,822.0,0.0,36.3,0.338,0.04548,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-05T10:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,0.28,140.0,84.0,0.345,0.0,35.7,28.0,710.0,0.0,36.6,0.35,0.0435,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-05T11:00:00,32.088757,73.591584,7.0,7,0.271,0.13,,0.65,1.0,0.7,140.0,84.0,0.267,0.0,35.6,29.0,550.0,0.0,36.5,0.343,0.04291,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-05T12:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,1.0,1.82,140.0,84.0,0.202,0.0,35.6,27.0,371.0,0.0,36.2,0.324,0.03969,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-05T13:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,1.0,1.96,140.0,84.0,0.098,0.0,33.4,51.0,186.0,0.0,35.2,0.323,0.03557,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-05T14:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,2.1,140.0,84.0,0.039,0.0,31.2,46.0,48.0,0.0,33.9,0.337,0.03238,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-05T15:00:00,32.088757,73.591707,7.0,8,0.27,0.13,,0.65,1.0,2.1,140.0,84.0,0.065,0.0,29.6,44.0,0.0,0.0,32.6,0.335,0.02774,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-05T16:00:00,32.088861,73.590725,8.0,0,0.298,0.143,,0.65,1.0,2.24,140.0,84.0,0.026,0.0,28.0,45.0,0.0,0.0,31.6,0.321,0.02433,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-05T17:00:00,32.088757,73.59183,7.0,9,0.272,0.131,,0.65,1.0,2.24,140.0,84.0,0.013,0.0,27.8,46.0,0.0,0.0,30.7,0.336,0.02331,Pindi_Bowra_4Acre_Basmati_Plot
2026-06-05T18:00:00,32.088757,73.591707,7.0,8,0.27,0.13,,0.65,1.0,5.46,140.0,84.0,0.0,0.0,28.2,48.0,0.0,0.0,30.4,0.31,0.01742,Pindi_Bowra_4Acre_Basmati_Plot
