timestamp,lat,lon,air_temp_c,humidity_pct,solar_rad_w_m2,soil_temp_c,soil_moisture_pct,ETc_mm_hr,ch4_column_density_ppb
2026-06-02T17:00:00,31.731,74.264,29.8,49,0.0,30.0,21.0,0.05,1964.45
2026-06-02T18:00:00,31.731,74.264,28.4,55,0.0,30.0,21.0,0.03,1967.35
2026-06-02T19:00:00,31.731,74.264,27.5,59,0.0,30.0,21.0,0.04,1965.79
2026-06-02T20:00:00,31.731,74.264,27.4,60,0.0,30.0,21.0,0.05,1970.6
2026-06-02T21:00:00,31.731,74.264,27.5,59,0.0,30.0,21.0,0.05,1970.58
2026-06-02T22:00:00,31.731,74.264,27.4,59,0.0,30.0,21.0,0.05,1969.54
2026-06-02T23:00:00,31.731,74.264,27.1,59,0.0,30.0,21.0,0.04,1973.13
2026-06-03T00:00:00,31.731,74.264,26.1,69,0.0,30.0,20.200000000000003,0.03,1969.76
2026-06-03T01:00:00,31.731,74.264,26.6,69,3.0,30.0,20.200000000000003,0.06,1975.25
2026-06-03T02:00:00,31.731,74.264,26.2,75,10.0,30.0,20.5,0.11,1967.05
2026-06-03T03:00:00,31.731,74.264,28.6,61,68.0,30.0,20.599999999999998,0.22,1963.19
2026-06-03T04:00:00,31.731,74.264,31.2,50,195.0,30.0,20.5,0.38,1971.33
2026-06-03T05:00:00,31.731,74.264,33.4,42,415.0,30.0,20.3,0.55,1963.44
2026-06-03T06:00:00,31.731,74.264,32.3,44,476.0,30.0,20.8,0.61,1968.17
2026-06-03T07:00:00,31.731,74.264,34.3,38,461.0,30.0,20.599999999999998,0.6,1957.8
2026-06-03T08:00:00,31.731,74.264,35.4,35,499.0,30.0,20.4,0.62,1970.91
2026-06-03T09:00:00,31.731,74.264,36.3,33,522.0,30.0,20.200000000000003,0.67,1962.79
2026-06-03T10:00:00,31.731,74.264,36.5,33,439.0,30.0,20.0,0.61,1978.31
2026-06-03T11:00:00,31.731,74.264,36.4,33,311.0,30.0,19.8,0.49,1974.54
2026-06-03T12:00:00,31.731,74.264,36.6,32,183.0,30.0,19.400000000000002,0.3,1966.73
2026-06-03T13:00:00,31.731,74.264,35.6,50,67.0,30.0,19.3,0.13,1975.08
2026-06-03T14:00:00,31.731,74.264,33.5,46,7.0,30.0,19.3,0.03,1967.46
2026-06-03T15:00:00,31.731,74.264,31.8,49,0.0,30.0,19.3,0.07,1971.3
2026-06-03T16:00:00,31.731,74.264,31.3,50,0.0,30.0,19.3,0.01,1975.01
2026-06-03T17:00:00,31.731,74.264,30.0,53,0.0,30.0,19.3,0.01,1976.69
2026-06-03T18:00:00,31.731,74.264,29.4,59,0.0,30.0,19.5,0.03,1969.08
2026-06-03T19:00:00,31.731,74.264,28.7,62,0.0,30.0,19.5,0.02,1955.17
2026-06-03T20:00:00,31.731,74.264,28.2,64,0.0,30.0,19.5,0.0,1966.12
2026-06-03T21:00:00,31.731,74.264,27.4,66,0.0,30.0,19.5,0.01,1971.37
2026-06-03T22:00:00,31.731,74.264,27.2,68,0.0,30.0,19.5,0.01,1961.85
2026-06-03T23:00:00,31.731,74.264,27.2,67,0.0,30.0,19.5,0.01,1976.73
2026-06-04T00:00:00,31.731,74.264,27.8,65,0.0,30.0,21.2,0.02,1964.99
2026-06-04T01:00:00,31.731,74.264,28.8,62,6.0,30.0,21.2,0.07,1968.53
2026-06-04T02:00:00,31.731,74.264,31.2,53,61.0,30.0,21.099999999999998,0.17,1972.52
2026-06-04T03:00:00,31.731,74.264,33.4,45,179.0,30.0,21.099999999999998,0.31,1969.1
2026-06-04T04:00:00,31.731,74.264,30.8,51,261.0,30.0,21.0,0.47,1960.63
2026-06-04T05:00:00,31.731,74.264,29.1,59,152.0,30.0,21.099999999999998,0.34,1965.38
2026-06-04T06:00:00,31.731,74.264,31.3,50,210.0,30.0,19.5,0.38,1961.86
2026-06-04T07:00:00,31.731,74.264,35.5,36,572.0,30.0,19.3,0.73,1963.41
2026-06-04T08:00:00,31.731,74.264,36.7,31,526.0,30.0,19.1,0.69,1970.27
2026-06-04T09:00:00,31.731,74.264,36.8,30,356.0,30.0,18.9,0.56,1968.84
2026-06-04T10:00:00,31.731,74.264,36.5,31,372.0,30.0,18.8,0.59,1970.42
2026-06-04T11:00:00,31.731,74.264,36.0,32,248.0,30.0,18.7,0.42,1969.08
2026-06-04T12:00:00,31.731,74.264,29.0,52,180.0,30.0,27.6,0.35,1971.28
2026-06-04T13:00:00,31.731,74.264,27.8,56,65.0,30.0,27.500000000000004,0.21,1966.51
2026-06-04T14:00:00,31.731,74.264,26.8,59,7.0,30.0,27.400000000000002,0.09,1973.82
2026-06-04T15:00:00,31.731,74.264,26.3,61,0.0,30.0,27.3,0.06,1966.5
2026-06-04T16:00:00,31.731,74.264,26.0,62,0.0,30.0,27.3,0.03,1965.93
2026-06-04T17:00:00,31.731,74.264,25.7,63,0.0,30.0,27.200000000000003,0.03,1967.68
2026-06-04T18:00:00,31.731,74.264,25.2,57,0.0,30.0,28.499999999999996,0.04,1962.83
2026-06-04T19:00:00,31.731,74.264,24.2,64,0.0,30.0,28.499999999999996,0.02,1963.37
2026-06-04T20:00:00,31.731,74.264,24.1,64,0.0,30.0,28.4,0.01,1967.57
2026-06-04T21:00:00,31.731,74.264,23.3,68,0.0,30.0,28.299999999999997,0.03,1968.84
2026-06-04T22:00:00,31.731,74.264,23.0,69,0.0,30.0,28.299999999999997,0.03,1966.08
2026-06-04T23:00:00,31.731,74.264,22.8,70,0.0,30.0,28.199999999999996,0.03,1966.6
2026-06-05T00:00:00,31.731,74.264,23.2,72,0.0,30.0,25.5,0.03,1969.68
2026-06-05T01:00:00,31.731,74.264,23.8,70,6.0,30.0,25.5,0.06,1969.5
2026-06-05T02:00:00,31.731,74.264,25.8,63,62.0,30.0,25.4,0.14,1968.31
2026-06-05T03:00:00,31.731,74.264,28.2,53,181.0,30.0,25.3,0.28,1968.83
2026-06-05T04:00:00,31.731,74.264,30.3,45,324.0,30.0,25.1,0.43,1969.62
2026-06-05T05:00:00,31.731,74.264,31.8,43,455.0,30.0,24.9,0.56,1965.92
2026-06-05T06:00:00,31.731,74.264,33.3,39,548.0,30.0,24.2,0.64,1962.95
2026-06-05T07:00:00,31.731,74.264,34.6,37,613.0,30.0,24.0,0.7,1971.35
2026-06-05T08:00:00,31.731,74.264,35.5,35,615.0,30.0,23.7,0.7,1978.95
2026-06-05T09:00:00,31.731,74.264,36.1,32,566.0,30.0,23.400000000000002,0.65,1976.49
2026-06-05T10:00:00,31.731,74.264,36.3,31,468.0,30.0,23.1,0.56,1965.37
2026-06-05T11:00:00,31.731,74.264,36.2,31,336.0,30.0,22.900000000000002,0.44,1956.8
2026-06-05T12:00:00,31.731,74.264,36.1,29,195.0,30.0,22.1,0.34,1963.54
2026-06-05T13:00:00,31.731,74.264,34.8,34,69.0,30.0,22.0,0.22,1968.11
2026-06-05T14:00:00,31.731,74.264,32.2,41,8.0,30.0,22.0,0.09,1962.91
2026-06-05T15:00:00,31.731,74.264,31.3,46,0.0,30.0,21.9,0.02,1967.92
2026-06-05T16:00:00,31.731,74.264,29.7,50,0.0,30.0,21.9,0.02,1962.82
2026-06-05T17:00:00,31.731,74.264,28.5,55,0.0,30.0,21.9,0.03,1964.11
2026-06-05T18:00:00,31.731,74.264,28.7,53,0.0,30.0,20.1,0.03,1972.86
2026-06-05T19:00:00,31.731,74.264,27.6,56,0.0,30.0,20.1,0.03,1970.39
2026-06-05T20:00:00,31.731,74.264,27.3,57,0.0,30.0,20.0,0.02,1972.2
2026-06-05T21:00:00,31.731,74.264,27.2,56,0.0,30.0,20.0,0.02,1963.16
2026-06-05T22:00:00,31.731,74.264,27.0,56,0.0,30.0,20.0,0.02,1969.63
2026-06-05T23:00:00,31.731,74.264,26.5,56,0.0,30.0,20.0,0.02,1962.54
2026-06-06T00:00:00,31.731,74.264,26.4,62,0.0,30.0,20.0,0.02,1971.35
2026-06-06T01:00:00,31.731,74.264,27.1,60,6.0,30.0,20.0,0.06,1965.77
2026-06-06T02:00:00,31.731,74.264,29.5,53,66.0,30.0,19.900000000000002,0.14,1958.48
2026-06-06T03:00:00,31.731,74.264,32.3,43,191.0,30.0,19.900000000000002,0.28,1965.62
2026-06-06T04:00:00,31.731,74.264,34.8,36,337.0,30.0,19.7,0.44,1962.18
2026-06-06T05:00:00,31.731,74.264,36.5,30,471.0,30.0,19.6,0.57,1964.51
2026-06-06T06:00:00,31.731,74.264,37.3,24,572.0,30.0,19.5,0.64,1966.46
2026-06-06T07:00:00,31.731,74.264,38.4,22,618.0,30.0,19.2,0.69,1978.31
2026-06-06T08:00:00,31.731,74.264,38.9,21,620.0,30.0,19.0,0.69,1965.41
2026-06-06T09:00:00,31.731,74.264,39.2,20,560.0,30.0,18.8,0.67,1980.31
2026-06-06T10:00:00,31.731,74.264,38.8,20,409.0,30.0,18.6,0.58,1965.82
2026-06-06T11:00:00,31.731,74.264,38.4,21,329.0,30.0,18.4,0.51,1967.6
2026-06-06T12:00:00,31.731,74.264,38.6,17,199.0,30.0,17.8,0.37,1963.1
2026-06-06T13:00:00,31.731,74.264,36.4,24,70.0,30.0,17.7,0.25,1967.88
2026-06-06T14:00:00,31.731,74.264,33.5,29,8.0,30.0,17.7,0.15,1966.15
2026-06-06T15:00:00,31.731,74.264,31.1,36,0.0,30.0,17.599999999999998,0.1,1974.11
2026-06-06T16:00:00,31.731,74.264,30.4,40,0.0,30.0,17.599999999999998,0.03,1966.68
2026-06-06T17:00:00,31.731,74.264,30.2,41,0.0,30.0,17.599999999999998,0.0,1962.95
2026-06-06T18:00:00,31.731,74.264,30.3,41,0.0,30.0,17.4,0.0,1961.51
2026-06-06T19:00:00,31.731,74.264,28.6,47,0.0,30.0,17.4,0.03,1962.48
2026-06-06T20:00:00,31.731,74.264,27.9,52,0.0,30.0,17.299999999999997,0.04,1960.48
2026-06-06T21:00:00,31.731,74.264,27.4,53,0.0,30.0,17.299999999999997,0.05,1964.73
2026-06-06T22:00:00,31.731,74.264,27.0,53,0.0,30.0,17.299999999999997,0.04,1958.84
2026-06-06T23:00:00,31.731,74.264,26.8,55,0.0,30.0,17.299999999999997,0.02,1967.94
2026-06-07T00:00:00,31.731,74.264,26.2,55,0.0,30.0,18.099999999999998,0.03,1970.34
2026-06-07T01:00:00,31.731,74.264,27.0,54,6.0,30.0,18.099999999999998,0.06,1969.91
2026-06-07T02:00:00,31.731,74.264,29.4,47,66.0,30.0,18.0,0.13,1976.97
2026-06-07T03:00:00,31.731,74.264,32.2,38,191.0,30.0,18.0,0.26,1970.98
2026-06-07T04:00:00,31.731,74.264,34.8,32,338.0,30.0,17.9,0.42,1959.57
2026-06-07T05:00:00,31.731,74.264,37.1,25,472.0,30.0,17.7,0.53,1966.54
2026-06-07T06:00:00,31.731,74.264,37.8,23,573.0,30.0,18.4,0.64,1975.86
2026-06-07T07:00:00,31.731,74.264,38.9,22,630.0,30.0,18.2,0.74,1970.75
2026-06-07T08:00:00,31.731,74.264,39.4,21,624.0,30.0,17.9,0.76,1968.61
2026-06-07T09:00:00,31.731,74.264,39.6,20,563.0,30.0,17.7,0.7,1966.86
2026-06-07T10:00:00,31.731,74.264,39.6,20,475.0,30.0,17.5,0.63,1970.51
2026-06-07T11:00:00,31.731,74.264,39.1,22,343.0,30.0,18.2,0.52,1970.64
2026-06-07T12:00:00,31.731,74.264,39.0,21,195.0,30.0,16.8,0.33,1963.25
2026-06-07T13:00:00,31.731,74.264,36.7,30,73.0,30.0,16.7,0.2,1966.96
2026-06-07T14:00:00,31.731,74.264,34.1,32,8.0,30.0,16.7,0.14,1969.06
2026-06-07T15:00:00,31.731,74.264,32.6,33,0.0,30.0,16.7,0.12,1963.54
2026-06-07T16:00:00,31.731,74.264,31.6,35,0.0,30.0,16.7,0.07,1966.2
2026-06-07T17:00:00,31.731,74.264,30.5,39,0.0,30.0,16.7,0.05,1962.32
2026-06-07T18:00:00,31.731,74.264,30.3,42,0.0,30.0,16.3,0.04,1974.1
2026-06-07T19:00:00,31.731,74.264,29.5,43,0.0,30.0,16.3,0.05,1958.36
2026-06-07T20:00:00,31.731,74.264,28.8,46,0.0,30.0,16.3,0.05,1971.73
2026-06-07T21:00:00,31.731,74.264,28.2,49,0.0,30.0,16.3,0.05,1966.23
2026-06-07T22:00:00,31.731,74.264,27.5,52,0.0,30.0,16.3,0.04,1963.37
2026-06-07T23:00:00,31.731,74.264,27.2,56,0.0,30.0,16.3,0.02,1965.83
2026-06-08T00:00:00,31.731,74.264,27.1,57,0.0,30.0,17.8,0.03,1975.7
2026-06-08T01:00:00,31.731,74.264,28.1,55,6.0,30.0,17.8,0.06,1959.24
2026-06-08T02:00:00,31.731,74.264,30.7,47,67.0,30.0,17.8,0.12,1969.73
2026-06-08T03:00:00,31.731,74.264,33.6,39,193.0,30.0,17.7,0.26,1969.68
2026-06-08T04:00:00,31.731,74.264,36.0,33,339.0,30.0,17.599999999999998,0.42,1967.9
2026-06-08T05:00:00,31.731,74.264,38.0,29,474.0,30.0,17.4,0.56,1973.75
2026-06-08T06:00:00,31.731,74.264,38.8,25,576.0,30.0,17.7,0.71,1974.64
2026-06-08T07:00:00,31.731,74.264,39.9,22,602.0,30.0,17.5,0.77,1979.97
2026-06-08T08:00:00,31.731,74.264,40.3,20,522.0,30.0,17.299999999999997,0.73,1971.21
2026-06-08T09:00:00,31.731,74.264,40.5,20,527.0,30.0,17.1,0.71,1965.17
2026-06-08T10:00:00,31.731,74.264,40.6,20,444.0,30.0,16.900000000000002,0.65,1965.47
2026-06-08T11:00:00,31.731,74.264,40.2,20,340.0,30.0,16.7,0.57,1968.98
2026-06-08T12:00:00,31.731,74.264,40.1,20,191.0,30.0,15.9,0.42,1973.33
2026-06-08T13:00:00,31.731,74.264,37.8,30,72.0,30.0,15.8,0.21,1973.33
2026-06-08T14:00:00,31.731,74.264,34.7,39,8.0,30.0,15.8,0.1,1963.07
2026-06-08T15:00:00,31.731,74.264,33.3,41,0.0,30.0,15.8,0.1,1958.14
2026-06-08T16:00:00,31.731,74.264,32.1,44,0.0,30.0,15.8,0.05,1962.67
2026-06-08T17:00:00,31.731,74.264,31.6,46,0.0,30.0,15.7,0.03,1966.48
2026-06-08T18:00:00,31.731,74.264,31.6,49,0.0,30.0,16.0,0.03,1972.0
2026-06-08T19:00:00,31.731,74.264,30.5,50,0.0,30.0,16.0,0.05,1974.02
2026-06-08T20:00:00,31.731,74.264,29.9,50,0.0,30.0,16.0,0.06,1964.76
2026-06-08T21:00:00,31.731,74.264,29.2,52,0.0,30.0,15.9,0.06,1959.33
2026-06-08T22:00:00,31.731,74.264,28.6,55,0.0,30.0,15.9,0.06,1963.34
2026-06-08T23:00:00,31.731,74.264,27.8,62,0.0,30.0,15.9,0.01,1975.66
2026-06-09T00:00:00,31.731,74.264,28.2,57,0.0,30.0,16.7,0.03,1974.57
2026-06-09T01:00:00,31.731,74.264,29.0,55,7.0,30.0,16.7,0.03,1969.74
2026-06-09T02:00:00,31.731,74.264,31.0,52,69.0,30.0,16.7,0.16,1967.21
2026-06-09T03:00:00,31.731,74.264,34.1,42,196.0,30.0,16.6,0.3,1967.31
2026-06-09T04:00:00,31.731,74.264,37.2,33,345.0,30.0,16.5,0.46,1968.31
2026-06-09T05:00:00,31.731,74.264,39.4,28,481.0,30.0,16.3,0.62,1967.91
2026-06-09T06:00:00,31.731,74.264,40.6,21,579.0,30.0,17.1,0.77,1961.39
2026-06-09T07:00:00,31.731,74.264,41.3,20,529.0,30.0,16.900000000000002,0.76,1963.7
2026-06-09T08:00:00,31.731,74.264,41.9,18,604.0,30.0,16.7,0.79,1965.25
2026-06-09T09:00:00,31.731,74.264,42.1,18,547.0,30.0,16.5,0.76,1973.75
2026-06-09T10:00:00,31.731,74.264,41.9,18,418.0,30.0,16.3,0.68,1964.85
2026-06-09T11:00:00,31.731,74.264,41.1,18,236.0,30.0,16.2,0.52,1967.15
2026-06-09T12:00:00,31.731,74.264,41.2,18,170.0,30.0,15.4,0.39,1967.13
2026-06-09T13:00:00,31.731,74.264,38.9,26,72.0,30.0,15.4,0.22,1971.49
2026-06-09T14:00:00,31.731,74.264,36.1,29,9.0,30.0,15.4,0.12,1970.47
2026-06-09T15:00:00,31.731,74.264,34.4,34,0.0,30.0,15.299999999999999,0.11,1960.55
2026-06-09T16:00:00,31.731,74.264,33.3,40,0.0,30.0,15.299999999999999,0.06,1961.94
2026-06-09T17:00:00,31.731,74.264,32.4,44,0.0,30.0,15.299999999999999,0.04,1964.31
2026-06-09T18:00:00,31.731,74.264,31.7,48,0.0,30.0,15.2,0.04,1968.56
2026-06-09T19:00:00,31.731,74.264,31.3,50,0.0,30.0,15.2,0.06,1972.92
2026-06-09T20:00:00,31.731,74.264,30.3,55,0.0,30.0,15.2,0.01,1968.28
2026-06-09T21:00:00,31.731,74.264,29.1,55,0.0,30.0,15.2,0.02,1969.23
2026-06-09T22:00:00,31.731,74.264,28.5,54,0.0,30.0,15.2,0.02,1964.69
2026-06-09T23:00:00,31.731,74.264,28.0,52,0.0,30.0,15.2,0.03,1958.64
2026-06-10T00:00:00,31.731,74.264,28.5,66,0.0,30.0,14.899999999999999,0.04,1963.78
2026-06-10T01:00:00,31.731,74.264,29.6,61,7.0,30.0,14.899999999999999,0.1,1963.86
2026-06-10T02:00:00,31.731,74.264,32.2,54,68.0,30.0,14.799999999999999,0.19,1967.78
2026-06-10T03:00:00,31.731,74.264,35.3,45,196.0,30.0,14.799999999999999,0.32,1960.8
2026-06-10T04:00:00,31.731,74.264,37.7,39,343.0,30.0,14.7,0.48,1973.67
2026-06-10T05:00:00,31.731,74.264,39.4,34,474.0,30.0,14.6,0.62,1961.36
2026-06-10T06:00:00,31.731,74.264,40.3,28,573.0,30.0,15.6,0.68,1966.24
2026-06-10T07:00:00,31.731,74.264,41.9,23,629.0,30.0,15.4,0.71,1964.64
2026-06-10T08:00:00,31.731,74.264,42.7,20,594.0,30.0,15.2,0.71,1964.84
2026-06-10T09:00:00,31.731,74.264,43.1,18,525.0,30.0,15.1,0.71,1965.2
2026-06-10T10:00:00,31.731,74.264,42.4,19,373.0,30.0,14.899999999999999,0.68,1967.57
2026-06-10T11:00:00,31.731,74.264,40.9,23,228.0,30.0,14.799999999999999,0.56,1972.34
2026-06-10T12:00:00,31.731,74.264,40.7,22,176.0,30.0,13.900000000000002,0.48,1965.25
2026-06-10T13:00:00,31.731,74.264,38.8,28,71.0,30.0,13.8,0.29,1974.54
2026-06-10T14:00:00,31.731,74.264,35.8,35,9.0,30.0,13.8,0.11,1966.31
2026-06-10T15:00:00,31.731,74.264,33.9,39,0.0,30.0,13.8,0.08,1965.79
2026-06-10T16:00:00,31.731,74.264,32.9,39,0.0,30.0,13.700000000000001,0.06,1968.64
2026-06-10T17:00:00,31.731,74.264,33.0,39,0.0,30.0,13.700000000000001,0.0,1961.73
2026-06-10T18:00:00,31.731,74.264,31.6,42,0.0,30.0,13.8,0.01,1972.67
2026-06-10T19:00:00,31.731,74.264,30.6,44,0.0,30.0,13.8,0.03,1974.99
2026-06-10T20:00:00,31.731,74.264,30.8,43,0.0,30.0,13.8,0.0,1966.65
2026-06-10T21:00:00,31.731,74.264,30.4,43,0.0,30.0,13.8,0.02,1971.07
2026-06-10T22:00:00,31.731,74.264,29.3,44,0.0,30.0,13.8,0.05,1973.78
2026-06-10T23:00:00,31.731,74.264,28.6,49,0.0,30.0,13.8,0.08,1969.19
2026-06-11T00:00:00,31.731,74.264,30.7,49,0.0,30.0,13.8,0.1,1963.77
2026-06-11T01:00:00,31.731,74.264,31.0,48,6.0,30.0,13.8,0.12,1962.14
2026-06-11T02:00:00,31.731,74.264,32.9,45,61.0,30.0,13.8,0.19,1965.73
2026-06-11T03:00:00,31.731,74.264,35.4,40,164.0,30.0,13.700000000000001,0.3,1966.37
2026-06-11T04:00:00,31.731,74.264,36.7,37,122.0,30.0,13.700000000000001,0.31,1968.59
2026-06-11T05:00:00,31.731,74.264,39.2,31,367.0,30.0,13.600000000000001,0.6,1965.56
2026-06-11T06:00:00,31.731,74.264,40.5,24,557.0,30.0,14.299999999999999,0.67,1973.77
2026-06-11T07:00:00,31.731,74.264,41.8,21,622.0,30.0,14.2,0.76,1966.16
2026-06-11T08:00:00,31.731,74.264,42.0,20,538.0,30.0,14.099999999999998,0.74,1970.77
2026-06-11T09:00:00,31.731,74.264,41.6,19,497.0,30.0,13.900000000000002,0.75,1968.57
2026-06-11T10:00:00,31.731,74.264,41.0,21,217.0,30.0,13.8,0.47,1966.71
2026-06-11T11:00:00,31.731,74.264,41.4,20,304.0,30.0,13.700000000000001,0.44,1974.07
2026-06-11T12:00:00,31.731,74.264,41.0,17,140.0,30.0,13.3,0.49,1962.0
2026-06-11T13:00:00,31.731,74.264,37.9,28,59.0,30.0,13.200000000000001,0.46,1966.31
2026-06-11T14:00:00,31.731,74.264,35.0,38,7.0,30.0,13.200000000000001,0.33,1979.91
2026-06-11T15:00:00,31.731,74.264,33.6,39,0.0,30.0,13.200000000000001,0.3,1970.07
2026-06-11T16:00:00,31.731,74.264,32.1,45,0.0,30.0,13.200000000000001,0.21,1964.31
2026-06-11T17:00:00,31.731,74.264,30.5,56,0.0,30.0,13.200000000000001,0.14,1973.86
2026-06-11T18:00:00,31.731,74.264,27.0,68,0.0,30.0,13.100000000000001,0.05,1969.01
2026-06-11T19:00:00,31.731,74.264,26.7,70,0.0,30.0,13.100000000000001,0.08,1961.41
2026-06-11T20:00:00,31.731,74.264,26.4,70,0.0,30.0,13.100000000000001,0.08,1970.32
2026-06-11T21:00:00,31.731,74.264,26.0,70,0.0,30.0,13.100000000000001,0.07,1966.32
2026-06-11T22:00:00,31.731,74.264,25.6,72,0.0,30.0,13.100000000000001,0.05,1969.06
2026-06-11T23:00:00,31.731,74.264,25.5,72,0.0,30.0,13.100000000000001,0.05,1966.23
2026-06-12T00:00:00,31.731,74.264,26.2,67,0.0,30.0,15.299999999999999,0.09,1961.47
2026-06-12T01:00:00,31.731,74.264,26.1,68,5.0,30.0,15.299999999999999,0.1,1966.04
2026-06-12T02:00:00,31.731,74.264,26.9,68,55.0,30.0,15.299999999999999,0.17,1973.27
2026-06-12T03:00:00,31.731,74.264,28.5,64,164.0,30.0,15.2,0.29,1971.96
2026-06-12T04:00:00,31.731,74.264,30.1,59,292.0,30.0,15.2,0.43,1965.07
2026-06-12T05:00:00,31.731,74.264,31.9,53,415.0,30.0,15.1,0.55,1976.32
2026-06-12T06:00:00,31.731,74.264,33.7,44,385.0,30.0,16.7,0.61,1967.24
2026-06-12T07:00:00,31.731,74.264,30.1,56,387.0,30.0,19.5,0.54,1961.73
2026-06-12T08:00:00,31.731,74.264,31.8,50,167.0,30.0,19.8,0.49,1976.48
2026-06-12T09:00:00,31.731,74.264,32.8,45,541.0,30.0,19.7,0.68,1976.45
2026-06-12T10:00:00,31.731,74.264,33.1,44,361.0,30.0,19.5,0.57,1975.96
2026-06-12T11:00:00,31.731,74.264,33.2,44,317.0,30.0,19.400000000000002,0.51,1965.19
2026-06-12T12:00:00,31.731,74.264,33.6,44,184.0,30.0,18.2,0.4,1970.93
2026-06-12T13:00:00,31.731,74.264,32.9,47,58.0,30.0,18.2,0.24,1968.21
2026-06-12T14:00:00,31.731,74.264,31.6,52,7.0,30.0,18.099999999999998,0.11,1967.07
2026-06-12T15:00:00,31.731,74.264,30.6,55,0.0,30.0,18.099999999999998,0.08,1967.7
2026-06-12T16:00:00,31.731,74.264,30.3,55,0.0,30.0,18.099999999999998,0.08,1959.16
