timestamp,crop_season,air_temp,humidity,solar_rad,precip,soil_temp,soil_moisture,ndvi,ETc,Dr,baseline_ch4_kg_hr,awd_mitigated_ch4_kg_hr,field_name
2019-01-02 17:00:00,Rabi Wheat,20.2,35,228,0.0,19.5,0.26,0.737,0.082,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-02 18:00:00,Rabi Wheat,19.9,36,0,0.0,18.4,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-02 19:00:00,Rabi Wheat,19.2,38,0,0.0,17.7,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-02 20:00:00,Rabi Wheat,18.1,42,0,0.0,16.6,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-02 21:00:00,Rabi Wheat,16.6,48,0,0.0,15.1,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-02 22:00:00,Rabi Wheat,14.9,54,0,0.0,13.4,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-02 23:00:00,Rabi Wheat,13.1,60,0,0.0,11.6,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 00:00:00,Rabi Wheat,10.6,65,0,0.0,9.1,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 01:00:00,Rabi Wheat,8.8,71,0,0.0,7.3,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 02:00:00,Rabi Wheat,7.2,77,0,0.0,5.7,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 03:00:00,Rabi Wheat,5.9,81,0,0.0,4.4,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 04:00:00,Rabi Wheat,5.2,84,0,0.0,3.7,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 05:00:00,Rabi Wheat,4.9,85,0,0.0,3.4,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 06:00:00,Rabi Wheat,5.2,84,0,0.0,3.7,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 07:00:00,Rabi Wheat,5.9,81,271,0.0,5.3,0.26,0.737,0.082,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 08:00:00,Rabi Wheat,7.2,77,523,0.0,7.4,0.26,0.737,0.157,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 09:00:00,Rabi Wheat,8.8,71,740,0.0,9.7,0.26,0.737,0.223,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 10:00:00,Rabi Wheat,10.6,65,906,0.0,12.2,0.26,0.737,0.273,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 11:00:00,Rabi Wheat,12.6,58,1010,0.0,14.5,0.26,0.737,0.304,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 12:00:00,Rabi Wheat,14.7,51,1046,0.0,16.6,0.26,0.737,0.315,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 13:00:00,Rabi Wheat,16.5,44,1010,0.0,18.4,0.26,0.737,0.304,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 14:00:00,Rabi Wheat,18.1,39,906,0.0,19.7,0.26,0.737,0.273,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 15:00:00,Rabi Wheat,19.4,34,740,0.0,20.3,0.26,0.737,0.223,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 16:00:00,Rabi Wheat,20.1,32,523,0.0,20.4,0.26,0.737,0.157,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 17:00:00,Rabi Wheat,20.4,31,271,0.0,19.8,0.26,0.737,0.082,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 18:00:00,Rabi Wheat,20.1,32,0,0.0,18.6,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 19:00:00,Rabi Wheat,19.4,34,0,0.0,17.9,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 20:00:00,Rabi Wheat,18.1,39,0,0.0,16.6,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 21:00:00,Rabi Wheat,16.5,44,0,0.0,15.0,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 22:00:00,Rabi Wheat,14.7,51,0,0.0,13.2,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-03 23:00:00,Rabi Wheat,12.7,58,0,0.0,11.2,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 00:00:00,Rabi Wheat,11.5,67,0,0.0,10.0,0.266,0.737,0.0,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 01:00:00,Rabi Wheat,9.9,73,0,0.0,8.4,0.266,0.737,0.0,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 02:00:00,Rabi Wheat,8.5,78,0,0.0,7.0,0.266,0.737,0.0,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 03:00:00,Rabi Wheat,7.4,82,0,0.0,5.9,0.266,0.737,0.0,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 04:00:00,Rabi Wheat,6.7,84,0,0.0,5.2,0.266,0.737,0.0,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 05:00:00,Rabi Wheat,6.5,85,0,0.0,5.0,0.266,0.737,0.0,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 06:00:00,Rabi Wheat,6.7,84,0,0.0,5.2,0.266,0.737,0.0,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 07:00:00,Rabi Wheat,7.4,82,171,0.0,6.5,0.266,0.737,0.082,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 08:00:00,Rabi Wheat,8.5,78,330,0.0,8.1,0.266,0.737,0.157,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 09:00:00,Rabi Wheat,9.9,73,466,0.0,9.9,0.266,0.737,0.223,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 10:00:00,Rabi Wheat,11.5,67,571,0.0,11.9,0.266,0.737,0.273,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 11:00:00,Rabi Wheat,13.3,61,637,0.0,13.9,0.266,0.737,0.304,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 12:00:00,Rabi Wheat,15.0,55,659,0.0,15.7,0.266,0.737,0.315,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 13:00:00,Rabi Wheat,16.7,49,637,0.0,17.3,0.266,0.737,0.304,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 14:00:00,Rabi Wheat,18.1,44,571,0.1,18.5,0.266,0.737,0.273,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 15:00:00,Rabi Wheat,19.2,41,466,0.1,19.2,0.266,0.737,0.223,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 16:00:00,Rabi Wheat,19.9,38,330,0.1,19.5,0.266,0.737,0.157,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 17:00:00,Rabi Wheat,20.1,37,171,0.1,19.2,0.266,0.737,0.082,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 18:00:00,Rabi Wheat,19.9,38,0,0.0,18.4,0.266,0.737,0.0,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 19:00:00,Rabi Wheat,19.2,41,0,0.0,17.7,0.266,0.737,0.0,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 20:00:00,Rabi Wheat,18.1,44,0,0.0,16.6,0.266,0.737,0.0,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 21:00:00,Rabi Wheat,16.7,49,0,0.0,15.2,0.266,0.737,0.0,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 22:00:00,Rabi Wheat,15.0,55,0,0.0,13.5,0.266,0.737,0.0,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-04 23:00:00,Rabi Wheat,13.3,61,0,0.0,11.8,0.266,0.737,0.0,7.4,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 00:00:00,Rabi Wheat,11.7,69,0,0.0,10.2,0.277,0.737,0.0,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 01:00:00,Rabi Wheat,10.2,74,0,0.0,8.7,0.277,0.737,0.0,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 02:00:00,Rabi Wheat,9.0,79,0,0.0,7.5,0.277,0.737,0.0,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 03:00:00,Rabi Wheat,8.0,82,0,0.0,6.5,0.277,0.737,0.0,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 04:00:00,Rabi Wheat,7.4,84,0,0.0,5.9,0.277,0.737,0.0,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 05:00:00,Rabi Wheat,7.2,85,0,0.0,5.7,0.277,0.737,0.0,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 06:00:00,Rabi Wheat,7.4,84,0,0.0,5.9,0.277,0.737,0.0,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 07:00:00,Rabi Wheat,8.0,82,155,0.0,7.0,0.277,0.737,0.082,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 08:00:00,Rabi Wheat,9.0,79,300,0.0,8.5,0.277,0.737,0.157,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 09:00:00,Rabi Wheat,10.2,74,424,0.0,10.1,0.277,0.737,0.223,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 10:00:00,Rabi Wheat,11.7,69,519,0.0,11.9,0.277,0.737,0.273,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 11:00:00,Rabi Wheat,13.3,64,579,0.0,13.7,0.277,0.737,0.304,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 12:00:00,Rabi Wheat,14.8,58,599,0.0,15.3,0.277,0.737,0.315,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 13:00:00,Rabi Wheat,16.3,53,579,0.0,16.8,0.277,0.737,0.304,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 14:00:00,Rabi Wheat,17.6,49,519,0.3,17.8,0.277,0.737,0.273,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 15:00:00,Rabi Wheat,18.6,45,424,0.3,18.5,0.277,0.737,0.223,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 16:00:00,Rabi Wheat,19.2,43,300,0.3,18.7,0.277,0.737,0.157,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 17:00:00,Rabi Wheat,19.4,42,155,0.3,18.4,0.277,0.737,0.082,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 18:00:00,Rabi Wheat,19.2,43,0,0.0,17.7,0.277,0.737,0.0,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 19:00:00,Rabi Wheat,18.6,45,0,0.0,17.1,0.277,0.737,0.0,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 20:00:00,Rabi Wheat,17.6,49,0,0.0,16.1,0.277,0.737,0.0,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 21:00:00,Rabi Wheat,16.3,53,0,0.0,14.8,0.277,0.737,0.0,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 22:00:00,Rabi Wheat,14.8,58,0,0.0,13.3,0.277,0.737,0.0,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-05 23:00:00,Rabi Wheat,13.3,64,0,0.0,11.8,0.277,0.737,0.0,6.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 00:00:00,Rabi Wheat,11.2,70,0,0.0,9.7,0.263,0.737,0.0,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 01:00:00,Rabi Wheat,9.7,75,0,0.0,8.2,0.263,0.737,0.0,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 02:00:00,Rabi Wheat,8.5,79,0,0.0,7.0,0.263,0.737,0.0,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 03:00:00,Rabi Wheat,7.5,82,0,0.0,6.0,0.263,0.737,0.0,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 04:00:00,Rabi Wheat,6.9,84,0,0.0,5.4,0.263,0.737,0.0,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 05:00:00,Rabi Wheat,6.7,85,0,0.0,5.2,0.263,0.737,0.0,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 06:00:00,Rabi Wheat,6.9,84,0,0.0,5.4,0.263,0.737,0.0,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 07:00:00,Rabi Wheat,7.5,82,211,0.0,6.7,0.263,0.737,0.082,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 08:00:00,Rabi Wheat,8.5,79,408,0.0,8.3,0.263,0.737,0.157,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 09:00:00,Rabi Wheat,9.7,75,577,0.0,10.1,0.263,0.737,0.223,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 10:00:00,Rabi Wheat,11.2,70,707,0.0,12.0,0.263,0.737,0.273,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 11:00:00,Rabi Wheat,12.7,64,789,0.0,13.8,0.263,0.737,0.304,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 12:00:00,Rabi Wheat,14.2,59,817,0.0,15.5,0.263,0.737,0.315,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 13:00:00,Rabi Wheat,15.7,54,789,0.0,16.8,0.263,0.737,0.304,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 14:00:00,Rabi Wheat,16.9,49,707,0.1,17.8,0.263,0.737,0.273,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 15:00:00,Rabi Wheat,17.9,46,577,0.1,18.3,0.263,0.737,0.223,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 16:00:00,Rabi Wheat,18.5,44,408,0.1,18.3,0.263,0.737,0.157,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 17:00:00,Rabi Wheat,18.7,43,211,0.1,17.9,0.263,0.737,0.082,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 18:00:00,Rabi Wheat,18.5,44,0,0.0,17.0,0.263,0.737,0.0,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 19:00:00,Rabi Wheat,17.9,46,0,0.0,16.4,0.263,0.737,0.0,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 20:00:00,Rabi Wheat,16.9,49,0,0.0,15.4,0.263,0.737,0.0,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 21:00:00,Rabi Wheat,15.7,54,0,0.0,14.2,0.263,0.737,0.0,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 22:00:00,Rabi Wheat,14.2,59,0,0.0,12.7,0.263,0.737,0.0,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-06 23:00:00,Rabi Wheat,12.7,64,0,0.0,11.2,0.263,0.737,0.0,7.7,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-07 00:00:00,Rabi Wheat,10.8,68,0,0.0,9.3,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-07 01:00:00,Rabi Wheat,9.2,74,0,0.0,7.7,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-07 02:00:00,Rabi Wheat,7.9,78,0,0.0,6.4,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-07 03:00:00,Rabi Wheat,6.8,82,0,0.0,5.3,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-07 04:00:00,Rabi Wheat,6.2,84,0,0.0,4.7,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-07 05:00:00,Rabi Wheat,6.0,85,0,0.0,4.4,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-07 06:00:00,Rabi Wheat,6.2,84,0,0.0,4.7,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-07 07:00:00,Rabi Wheat,6.8,82,268,0.0,6.2,0.26,0.737,0.082,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-07 08:00:00,Rabi Wheat,7.9,78,517,0.0,8.1,0.26,0.737,0.157,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-07 09:00:00,Rabi Wheat,9.2,74,732,0.0,10.1,0.26,0.737,0.223,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-07 10:00:00,Rabi Wheat,10.8,68,896,0.0,12.3,0.26,0.737,0.273,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-07 11:00:00,Rabi Wheat,12.4,62,1000,0.0,14.3,0.26,0.737,0.304,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-07 12:00:00,Rabi Wheat,14.1,56,1035,0.0,16.1,0.26,0.737,0.315,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-07 13:00:00,Rabi Wheat,15.7,51,1000,0.0,17.5,0.26,0.737,0.304,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-07 14:00:00,Rabi Wheat,17.0,46,896,0.0,18.5,0.26,0.737,0.273,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-07 15:00:00,Rabi Wheat,18.1,43,732,0.0,19.0,0.26,0.737,0.223,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-07 16:00:00,Rabi Wheat,18.7,40,517,0.0,18.9,0.26,0.737,0.157,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-07 17:00:00,Rabi Wheat,18.9,40,268,0.0,18.3,0.26,0.737,0.082,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-07 18:00:00,Rabi Wheat,18.7,40,0,0.0,17.2,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2019-01-07 19:00:00,Rabi Wheat,18.1,43,0,0.0,16.6,0.26,0.737,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
