waypoint_id,timestamp,local_time_pkt,site_id,field_name,sector_row,sector_col,latitude,longitude,flight_alt_m_agl,uav_gsd_cm_px,uav_ndvi,uav_ndwi,thermal_canopy_temp_c,inundation_water_depth_cm,satellite_downscaled_ndvi,variance_delta
46,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,3,9,32.088339,73.59183,60.0,2.1,0.79,0.405,29.28,6.8,0.784,0.006
47,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,3,10,32.088339,73.591952,60.0,2.1,0.79,0.4,29.28,6.8,0.784,0.006
48,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,3,11,32.088339,73.592075,60.0,2.1,0.792,0.395,29.27,6.8,0.784,0.008
49,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,4,0,32.088443,73.590725,60.0,2.1,0.818,0.46,29.16,7.3,0.784,0.034
50,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,4,1,32.088443,73.590848,60.0,2.1,0.817,0.455,29.17,7.3,0.784,0.033
51,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,4,2,32.088443,73.59097,60.0,2.1,0.815,0.45,29.18,7.3,0.784,0.031
52,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,4,3,32.088443,73.591093,60.0,2.1,0.811,0.445,29.19,7.3,0.784,0.027
53,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,4,4,32.088443,73.591216,60.0,2.1,0.807,0.44,29.21,7.3,0.784,0.023
54,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,4,5,32.088443,73.591339,60.0,2.1,0.802,0.435,29.23,7.3,0.784,0.018
55,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,4,6,32.088443,73.591461,60.0,2.1,0.797,0.43,29.25,7.3,0.784,0.013
56,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,4,7,32.088443,73.591584,60.0,2.1,0.793,0.425,29.27,7.3,0.784,0.009
57,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,4,8,32.088443,73.591707,60.0,2.1,0.79,0.42,29.28,7.3,0.784,0.006
58,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,4,9,32.088443,73.59183,60.0,2.1,0.788,0.415,29.29,7.3,0.784,0.004
59,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,4,10,32.088443,73.591952,60.0,2.1,0.788,0.41,29.29,7.3,0.784,0.004
60,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,4,11,32.088443,73.592075,60.0,2.1,0.79,0.405,29.28,7.3,0.784,0.006
61,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,5,0,32.088548,73.590725,60.0,2.1,0.812,0.47,29.19,7.8,0.784,0.028
62,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,5,1,32.088548,73.590848,60.0,2.1,0.811,0.465,29.19,7.8,0.784,0.027
63,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,5,2,32.088548,73.59097,60.0,2.1,0.809,0.46,29.2,7.8,0.784,0.025
64,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,5,3,32.088548,73.591093,60.0,2.1,0.805,0.455,29.22,7.8,0.784,0.021
65,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,5,4,32.088548,73.591216,60.0,2.1,0.8,0.45,29.24,7.8,0.784,0.016
66,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,5,5,32.088548,73.591339,60.0,2.1,0.796,0.445,29.26,7.8,0.784,0.012
67,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,5,6,32.088548,73.591461,60.0,2.1,0.791,0.44,29.28,7.8,0.784,0.007
68,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,5,7,32.088548,73.591584,60.0,2.1,0.787,0.435,29.29,7.8,0.784,0.003
69,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,5,8,32.088548,73.591707,60.0,2.1,0.784,0.43,29.31,7.8,0.784,0.0
70,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,5,9,32.088548,73.59183,60.0,2.1,0.782,0.425,29.32,7.8,0.784,-0.002
71,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,5,10,32.088548,73.591952,60.0,2.1,0.782,0.42,29.32,7.8,0.784,-0.002
72,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,5,11,32.088548,73.592075,60.0,2.1,0.784,0.415,29.31,7.8,0.784,0.0
73,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,6,0,32.088652,73.590725,60.0,2.1,0.803,0.48,29.23,8.2,0.784,0.019
74,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,6,1,32.088652,73.590848,60.0,2.1,0.802,0.475,29.23,8.2,0.784,0.018
75,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,6,2,32.088652,73.59097,60.0,2.1,0.8,0.47,29.24,8.2,0.784,0.016
76,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,6,3,32.088652,73.591093,60.0,2.1,0.796,0.465,29.26,8.2,0.784,0.012
77,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,6,4,32.088652,73.591216,60.0,2.1,0.791,0.46,29.28,8.2,0.784,0.007
78,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,6,5,32.088652,73.591339,60.0,2.1,0.786,0.455,29.3,8.2,0.784,0.002
79,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,6,6,32.088652,73.591461,60.0,2.1,0.782,0.45,29.32,8.2,0.784,-0.002
80,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,6,7,32.088652,73.591584,60.0,2.1,0.777,0.445,29.34,8.2,0.784,-0.007
81,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,6,8,32.088652,73.591707,60.0,2.1,0.774,0.44,29.35,8.2,0.784,-0.01
82,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,6,9,32.088652,73.59183,60.0,2.1,0.773,0.435,29.35,8.2,0.784,-0.011
83,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,6,10,32.088652,73.591952,60.0,2.1,0.773,0.43,29.35,8.2,0.784,-0.011
84,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,6,11,32.088652,73.592075,60.0,2.1,0.775,0.425,29.34,8.2,0.784,-0.009
85,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,7,0,32.088757,73.590725,60.0,2.1,0.793,0.49,29.27,8.8,0.784,0.009
86,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,7,1,32.088757,73.590848,60.0,2.1,0.792,0.485,29.27,8.8,0.784,0.008
87,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,7,2,32.088757,73.59097,60.0,2.1,0.79,0.48,29.28,8.8,0.784,0.006
88,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,7,3,32.088757,73.591093,60.0,2.1,0.786,0.475,29.3,8.8,0.784,0.002
89,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,7,4,32.088757,73.591216,60.0,2.1,0.782,0.47,29.32,8.8,0.784,-0.002
90,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,7,5,32.088757,73.591339,60.0,2.1,0.777,0.465,29.34,8.8,0.784,-0.007
91,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,7,6,32.088757,73.591461,60.0,2.1,0.772,0.46,29.36,8.8,0.784,-0.012
92,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,7,7,32.088757,73.591584,60.0,2.1,0.768,0.455,29.37,8.8,0.784,-0.016
93,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,7,8,32.088757,73.591707,60.0,2.1,0.765,0.45,29.39,8.8,0.784,-0.019
94,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,7,9,32.088757,73.59183,60.0,2.1,0.763,0.445,29.4,8.8,0.784,-0.021
95,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,7,10,32.088757,73.591952,60.0,2.1,0.763,0.44,29.4,8.8,0.784,-0.021
96,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,7,11,32.088757,73.592075,60.0,2.1,0.765,0.435,29.39,8.8,0.784,-0.019
97,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,8,0,32.088861,73.590725,60.0,2.1,0.785,0.5,29.3,9.2,0.784,0.001
98,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,8,1,32.088861,73.590848,60.0,2.1,0.784,0.495,29.31,9.2,0.784,0.0
99,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,8,2,32.088861,73.59097,60.0,2.1,0.782,0.49,29.32,9.2,0.784,-0.002
100,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,8,3,32.088861,73.591093,60.0,2.1,0.778,0.485,29.33,9.2,0.784,-0.006
101,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,8,4,32.088861,73.591216,60.0,2.1,0.773,0.48,29.35,9.2,0.784,-0.011
102,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,8,5,32.088861,73.591339,60.0,2.1,0.768,0.475,29.37,9.2,0.784,-0.016
103,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,8,6,32.088861,73.591461,60.0,2.1,0.764,0.47,29.39,9.2,0.784,-0.02
104,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,8,7,32.088861,73.591584,60.0,2.1,0.76,0.465,29.41,9.2,0.784,-0.024
105,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,8,8,32.088861,73.591707,60.0,2.1,0.757,0.46,29.42,9.2,0.784,-0.027
106,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,8,9,32.088861,73.59183,60.0,2.1,0.755,0.455,29.43,9.2,0.784,-0.029
107,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,8,10,32.088861,73.591952,60.0,2.1,0.755,0.45,29.43,9.2,0.784,-0.029
108,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,8,11,32.088861,73.592075,60.0,2.1,0.757,0.445,29.42,9.2,0.784,-0.027
109,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,9,0,32.088965,73.590725,60.0,2.1,0.78,0.51,29.32,9.8,0.784,-0.004
110,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,9,1,32.088965,73.590848,60.0,2.1,0.78,0.505,29.32,9.8,0.784,-0.004
111,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,9,2,32.088965,73.59097,60.0,2.1,0.777,0.5,29.34,9.8,0.784,-0.007
112,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,9,3,32.088965,73.591093,60.0,2.1,0.774,0.495,29.35,9.8,0.784,-0.01
113,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,9,4,32.088965,73.591216,60.0,2.1,0.769,0.49,29.37,9.8,0.784,-0.015
114,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,9,5,32.088965,73.591339,60.0,2.1,0.764,0.485,29.39,9.8,0.784,-0.02
115,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,9,6,32.088965,73.591461,60.0,2.1,0.759,0.48,29.41,9.8,0.784,-0.025
116,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,9,7,32.088965,73.591584,60.0,2.1,0.755,0.475,29.43,9.8,0.784,-0.029
117,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,9,8,32.088965,73.591707,60.0,2.1,0.752,0.47,29.44,9.8,0.784,-0.032
118,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,9,9,32.088965,73.59183,60.0,2.1,0.751,0.465,29.45,9.8,0.784,-0.033
119,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,9,10,32.088965,73.591952,60.0,2.1,0.751,0.46,29.45,9.8,0.784,-0.033
120,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,9,11,32.088965,73.592075,60.0,2.1,0.752,0.455,29.44,9.8,0.784,-0.032
121,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,10,0,32.08907,73.590725,60.0,2.1,0.781,0.52,29.32,10.2,0.784,-0.003
