id,timestamp,latitude,longitude,sector_row,sector_col,ndvi,ndwi,savi,lst,Kc,Ks,Dr,TAW,RAW,ETc,water_need,air_temp,humidity,solar_rad,precip,soil_temp,soil_moisture,ndwi_real,lai,fcover,lst_modis,et0_deficit_7d,scene_id,field_name,lst_source,methane_anomaly,sar_rvi,gravity_anomaly
32,2026-07-15 14:00:00,38.551,-121.8755,3,7,0.2378,-0.288,0.1936,36.9,0.57,0.54,0.0,72.0,36.0,2.51,52.59,22.5,44.0,205.0,0.0,22.5,0.051,-0.288,0.2923,0.136,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
33,2026-07-15 14:00:00,38.551,-121.8755,4,0,0.08,-0.1582,0.063,36.9,0.55,0.75,0.0,72.0,36.0,3.37,45.11,22.5,44.0,205.0,0.0,22.5,0.051,-0.1582,0.0973,0.0475,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
34,2026-07-15 14:00:00,38.551,-121.8755,4,1,0.0933,-0.1666,0.0755,36.9,0.55,0.73,0.0,72.0,36.0,3.28,45.6,22.5,44.0,205.0,0.0,22.5,0.051,-0.1666,0.0973,0.0475,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
35,2026-07-15 14:00:00,38.551,-121.8755,4,2,0.227,-0.2787,0.1859,36.9,0.56,0.55,0.0,72.0,36.0,2.51,52.05,22.5,44.0,205.0,0.0,22.5,0.051,-0.2787,0.2664,0.1247,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
36,2026-07-15 14:00:00,38.551,-121.8755,4,3,0.1751,-0.2414,0.1444,36.9,0.55,0.61,0.0,72.0,36.0,2.74,49.9,22.5,44.0,205.0,0.0,22.5,0.051,-0.2414,0.1496,0.0721,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
37,2026-07-15 14:00:00,38.551,-121.8755,4,4,0.3031,-0.333,0.2501,36.9,0.67,0.47,0.0,72.0,36.0,2.57,55.18,22.5,44.0,205.0,0.0,22.5,0.051,-0.333,0.4637,0.2069,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
38,2026-07-15 14:00:00,38.551,-121.8755,4,5,0.3031,-0.333,0.2501,36.9,0.67,0.47,0.0,72.0,36.0,2.57,55.18,22.5,44.0,205.0,0.0,22.5,0.051,-0.333,0.4637,0.2069,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
39,2026-07-15 14:00:00,38.551,-121.8755,4,6,0.3031,-0.3242,0.2445,36.9,0.67,0.48,0.0,72.0,36.0,2.62,54.67,22.5,44.0,205.0,0.0,22.5,0.051,-0.3242,0.4637,0.2069,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
40,2026-07-15 14:00:00,38.551,-121.8755,4,7,0.3185,-0.3404,0.2632,36.9,0.69,0.46,0.0,72.0,36.0,2.59,55.61,22.5,44.0,205.0,0.0,22.5,0.051,-0.3404,0.5083,0.2244,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
41,2026-07-15 14:00:00,38.551,-121.8755,5,0,0.0824,-0.181,0.0739,36.9,0.55,0.71,0.0,72.0,36.0,3.19,46.43,22.5,44.0,205.0,0.0,22.5,0.051,-0.181,0.0973,0.0475,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
42,2026-07-15 14:00:00,38.551,-121.8755,5,1,0.2242,-0.2608,0.1847,36.9,0.55,0.58,0.0,72.0,36.0,2.6,51.02,22.5,44.0,205.0,0.0,22.5,0.051,-0.2608,0.2597,0.1218,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
43,2026-07-15 14:00:00,38.551,-121.8755,5,2,0.3696,-0.3756,0.3063,36.9,0.74,0.4,0.0,72.0,36.0,2.42,57.63,22.5,44.0,205.0,0.0,22.5,0.051,-0.3756,0.6709,0.285,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
44,2026-07-15 14:00:00,38.551,-121.8755,5,3,0.3166,-0.3415,0.262,36.9,0.69,0.45,0.0,72.0,36.0,2.53,55.67,22.5,44.0,205.0,0.0,22.5,0.051,-0.3415,0.5027,0.2222,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
45,2026-07-15 14:00:00,38.551,-121.8755,5,4,0.3083,-0.3388,0.2564,36.9,0.68,0.46,0.0,72.0,36.0,2.55,55.51,22.5,44.0,205.0,0.0,22.5,0.051,-0.3388,0.4786,0.2128,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
46,2026-07-15 14:00:00,38.551,-121.8755,5,5,0.3083,-0.3388,0.2564,36.9,0.68,0.46,0.0,72.0,36.0,2.55,55.51,22.5,44.0,205.0,0.0,22.5,0.051,-0.3388,0.4786,0.2128,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
47,2026-07-15 14:00:00,38.551,-121.8755,5,6,0.3497,-0.3578,0.2868,36.9,0.73,0.43,0.0,72.0,36.0,2.56,56.61,22.5,44.0,205.0,0.0,22.5,0.051,-0.3578,0.6047,0.2609,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
48,2026-07-15 14:00:00,38.551,-121.8755,5,7,0.2548,-0.3193,0.2181,36.9,0.6,0.49,0.0,72.0,36.0,2.4,54.39,22.5,44.0,205.0,0.0,22.5,0.051,-0.3193,0.3344,0.154,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
49,2026-07-15 14:00:00,38.551,-121.8755,6,0,0.1144,-0.2541,0.1146,36.9,0.55,0.59,0.0,72.0,36.0,2.65,50.64,22.5,44.0,205.0,0.0,22.5,0.051,-0.2541,0.0973,0.0475,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
50,2026-07-15 14:00:00,38.551,-121.8755,6,1,0.0892,-0.2152,0.0859,36.9,0.55,0.66,0.0,72.0,36.0,2.96,48.4,22.5,44.0,205.0,0.0,22.5,0.051,-0.2152,0.0973,0.0475,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
51,2026-07-15 14:00:00,38.551,-121.8755,6,2,0.3522,-0.3553,0.2835,36.9,0.73,0.43,0.0,72.0,36.0,2.56,56.47,22.5,44.0,205.0,0.0,22.5,0.051,-0.3553,0.6128,0.2639,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
52,2026-07-15 14:00:00,38.551,-121.8755,6,3,0.3058,-0.3412,0.2584,36.9,0.67,0.45,0.0,72.0,36.0,2.46,55.65,22.5,44.0,205.0,0.0,22.5,0.051,-0.3412,0.4714,0.21,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
53,2026-07-15 14:00:00,38.551,-121.8755,6,4,0.2875,-0.3326,0.2455,36.9,0.65,0.47,0.0,72.0,36.0,2.49,55.16,22.5,44.0,205.0,0.0,22.5,0.051,-0.3326,0.4202,0.1895,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
54,2026-07-15 14:00:00,38.551,-121.8755,6,5,0.2875,-0.3326,0.2455,36.9,0.65,0.47,0.0,72.0,36.0,2.49,55.16,22.5,44.0,205.0,0.0,22.5,0.051,-0.3326,0.4202,0.1895,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
55,2026-07-15 14:00:00,38.551,-121.8755,6,6,0.264,-0.3196,0.2239,36.9,0.61,0.49,0.0,72.0,36.0,2.44,54.41,22.5,44.0,205.0,0.0,22.5,0.051,-0.3196,0.3579,0.1639,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
56,2026-07-15 14:00:00,38.551,-121.8755,6,7,0.2216,-0.2775,0.1839,36.9,0.55,0.56,0.0,72.0,36.0,2.51,51.98,22.5,44.0,205.0,0.0,22.5,0.051,-0.2775,0.2536,0.1191,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
57,2026-07-15 14:00:00,38.551,-121.8755,7,0,0.1027,-0.2309,0.1,36.9,0.55,0.63,0.0,72.0,36.0,2.83,49.3,22.5,44.0,205.0,0.0,22.5,0.051,-0.2309,0.0973,0.0475,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
58,2026-07-15 14:00:00,38.551,-121.8755,7,1,0.0891,-0.2121,0.0876,36.9,0.55,0.66,0.0,72.0,36.0,2.96,48.22,22.5,44.0,205.0,0.0,22.5,0.051,-0.2121,0.0973,0.0475,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
59,2026-07-15 14:00:00,38.551,-121.8755,7,2,0.12,-0.2081,0.1053,36.9,0.55,0.67,0.0,72.0,36.0,3.01,47.99,22.5,44.0,205.0,0.0,22.5,0.051,-0.2081,0.0973,0.0475,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
60,2026-07-15 14:00:00,38.551,-121.8755,7,3,0.318,-0.3434,0.2616,36.9,0.69,0.45,0.0,72.0,36.0,2.53,55.78,22.5,44.0,205.0,0.0,22.5,0.051,-0.3434,0.5068,0.2238,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
61,2026-07-15 14:00:00,38.551,-121.8755,7,4,0.2697,-0.3113,0.2276,36.9,0.62,0.5,0.0,72.0,36.0,2.53,53.93,22.5,44.0,205.0,0.0,22.5,0.051,-0.3113,0.3727,0.17,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
62,2026-07-15 14:00:00,38.551,-121.8755,7,5,0.2697,-0.3113,0.2276,36.9,0.62,0.5,0.0,72.0,36.0,2.53,53.93,22.5,44.0,205.0,0.0,22.5,0.051,-0.3113,0.3727,0.17,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
63,2026-07-15 14:00:00,38.551,-121.8755,7,6,0.3348,-0.3458,0.2718,36.9,0.72,0.45,0.0,72.0,36.0,2.64,55.92,22.5,44.0,205.0,0.0,22.5,0.051,-0.3458,0.5576,0.2433,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
64,2026-07-15 14:00:00,38.551,-121.8755,7,7,0.1939,-0.26,0.1661,36.9,0.55,0.58,0.0,72.0,36.0,2.6,50.98,22.5,44.0,205.0,0.0,22.5,0.051,-0.26,0.1905,0.0909,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-A (Corn),,,,
65,2026-07-15 14:00:00,38.551,-121.883,0,0,0.6002,-0.5,0.4787,36.9,0.57,0.2,0.0,72.0,36.0,0.93,64.8,22.5,44.0,205.0,0.0,22.5,0.051,-0.5,2.0687,0.6445,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-B (Alfalfa),,,,
66,2026-07-15 14:00:00,38.551,-121.883,0,1,0.5748,-0.5,0.46,36.9,0.59,0.2,0.0,72.0,36.0,0.96,64.8,22.5,44.0,205.0,0.0,22.5,0.051,-0.5,1.795,0.5924,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-B (Alfalfa),,,,
67,2026-07-15 14:00:00,38.551,-121.883,0,2,0.5729,-0.5,0.4583,36.9,0.59,0.2,0.0,72.0,36.0,0.96,64.8,22.5,44.0,205.0,0.0,22.5,0.051,-0.5,1.777,0.5887,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-B (Alfalfa),,,,
68,2026-07-15 14:00:00,38.551,-121.883,0,3,0.5729,-0.5,0.4583,36.9,0.59,0.2,0.0,72.0,36.0,0.96,64.8,22.5,44.0,205.0,0.0,22.5,0.051,-0.5,1.777,0.5887,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-B (Alfalfa),,,,
69,2026-07-15 14:00:00,38.551,-121.883,0,4,0.5632,-0.5,0.4507,36.9,0.59,0.2,0.0,72.0,36.0,0.96,64.8,22.5,44.0,205.0,0.0,22.5,0.051,-0.5,1.6896,0.5704,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-B (Alfalfa),,,,
70,2026-07-15 14:00:00,38.551,-121.883,0,5,0.435,-0.4298,0.3632,36.9,0.78,0.31,0.0,72.0,36.0,1.97,60.76,22.5,44.0,205.0,0.0,22.5,0.051,-0.4298,0.9218,0.3693,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-B (Alfalfa),,,,
71,2026-07-15 14:00:00,38.551,-121.883,0,6,0.4656,-0.451,0.3826,36.9,0.73,0.28,0.0,72.0,36.0,1.67,61.98,22.5,44.0,205.0,0.0,22.5,0.051,-0.451,1.0623,0.4121,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-B (Alfalfa),,,,
72,2026-07-15 14:00:00,38.551,-121.883,0,7,0.407,-0.4159,0.3348,36.9,0.76,0.33,0.0,72.0,36.0,2.05,59.96,22.5,44.0,205.0,0.0,22.5,0.051,-0.4159,0.8073,0.3321,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-B (Alfalfa),,,,
73,2026-07-15 14:00:00,38.551,-121.883,1,0,0.6558,-0.5,0.534,36.9,0.62,0.2,0.0,72.0,36.0,1.01,64.8,22.5,44.0,205.0,0.0,22.5,0.051,-0.5,3.1296,0.7909,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-B (Alfalfa),,,,
74,2026-07-15 14:00:00,38.551,-121.883,1,1,0.6387,-0.5,0.5302,36.9,0.62,0.2,0.0,72.0,36.0,1.01,64.8,22.5,44.0,205.0,0.0,22.5,0.051,-0.5,2.684,0.7387,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-B (Alfalfa),,,,
75,2026-07-15 14:00:00,38.551,-121.883,1,2,0.6052,-0.5,0.5065,36.9,0.6,0.2,0.0,72.0,36.0,0.98,64.8,22.5,44.0,205.0,0.0,22.5,0.051,-0.5,2.1317,0.6556,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-B (Alfalfa),,,,
76,2026-07-15 14:00:00,38.551,-121.883,1,3,0.6052,-0.5,0.5065,36.9,0.6,0.2,0.0,72.0,36.0,0.98,64.8,22.5,44.0,205.0,0.0,22.5,0.051,-0.5,2.1317,0.6556,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-B (Alfalfa),,,,
77,2026-07-15 14:00:00,38.551,-121.883,1,4,0.5916,-0.5,0.4954,36.9,0.6,0.2,0.0,72.0,36.0,0.98,64.8,22.5,44.0,205.0,0.0,22.5,0.051,-0.5,1.9682,0.6262,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-B (Alfalfa),,,,
78,2026-07-15 14:00:00,38.551,-121.883,1,5,0.5044,-0.4734,0.4089,36.9,0.68,0.24,0.0,72.0,36.0,1.33,63.27,22.5,44.0,205.0,0.0,22.5,0.051,-0.4734,1.2709,0.4703,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-B (Alfalfa),,,,
79,2026-07-15 14:00:00,38.551,-121.883,1,6,0.4634,-0.4652,0.3908,36.9,0.71,0.26,0.0,72.0,36.0,1.51,62.8,22.5,44.0,205.0,0.0,22.5,0.051,-0.4652,1.0516,0.4089,36.9,53.5,S2A_MSIL2A_20260714T185831_R113_T10SEH_20260715T024413,Field-B (Alfalfa),,,,
